投资时间,受资方,所属行业,VC阶段,投资金额,币种,投资方,
2017-05-09,Smule,娱乐传媒,F轮,5400万,美元,腾讯投资 / 雅登投资 / 柏尚投资,
2017-05-09,Fortem,IT服务,种子轮,550万,美元,Data Collective / Signia Venture Partners,
2017-05-09,优宁维,科技交流和推广服务业,新三板定增轮,2千万,人民币,长江国弘,
2017-05-09,邦禾生态,农药及肥料,新三板定增轮,1200万,人民币,创河嘉投资,
2017-05-08,Visunex,医疗设备,B轮,2千万,美元,不公开的投资者,
2017-05-08,泽众康,医疗服务,种子轮,2百万,人民币,不公开的投资者,
2017-05-08,无忧保姆,居民服务业,A轮,1千万,人民币,百姓网,
2017-05-08,千叶珠宝,零售,新三板定增轮,1.3亿,人民币,融泰创元 / 永安信亿丰 / 北京龙马汇资本 / 龙德文创,
2017-05-08,执惠,网络旅游,A轮,2千万,人民币,春晓资本 / 品途集团 / 左驭,
2017-05-08,橙果空间,网络服务,天使轮,数百万,人民币,博伟投资,
2017-05-07,Beijing Pencil Horizon Technology Co., Ltd.,IT服务,A轮,非公开,,创客总部,
2017-05-06,拼便宜,零售,天使轮,数百万,人民币,众创空间 / 世纪资本,
2017-05-05,猪了个球,体育,Pre-A轮,1千万,人民币,上海马笛尔,
2017-05-05,特斯联科技,IT服务,A轮,1亿,美元,不公开的投资者,
2017-05-05,微早教,教育与培训,天使轮,数百万,人民币,洪晟观通,
2017-05-05,一手APP,B2C,天使轮,4百万,人民币,天使湾投资,
2017-05-05,Soylent,医疗服务,B轮,5千万,美元,a16z / Lerer Hippeau Ventures / 谷歌投资,
2017-05-05,Signifyd,计算机与网络安全服务,C轮,5600万,美元,美国运通公司 / Menlo Ventures,
2017-05-05,Heap,IT服务,B轮,2700万,美元,恩颐投资 / Menlo Ventures,
2017-05-04,Agolo,基础软件,种子轮,350万,美元,富兰克林邓普顿投资 / 微软创投,
2017-05-04,OlaCabs,其他汽车,F轮,1亿,美元,Falcon Capital,
2017-05-04,Go-Jek,其他物流,B轮,12亿,美元,腾讯投资,
2017-05-04,Ultrahaptics,IT服务,B轮,2300万,美元,不公开的投资者,
2017-05-04,SoftWheel,IT服务,C轮,1千万,美元,不公开的投资者,
2017-05-04,4391.com,网络游戏,天使轮,数百万,人民币,天使投资人,
2017-05-04,星环科技,IT服务,C轮,2.4亿,人民币,汇隆中宸资产 / 基石资本 / 腾讯投资 / 深圳前海勤智国际资本,
2017-05-04,商理事,IT服务,Pre-A轮,1500万,人民币,不公开的投资者,
2017-05-04,奇溢自然（佐许生物）,电子商务,A轮,数千万,人民币,不公开的投资者 / 海尔资本,
2017-05-04,昆仑决,体育,B轮,数千万,美元,晨兴资本 / 前海梧桐并购基金 / 亿润投资 / 北极光,
2017-05-03,观数科技,IT服务,Pre-A轮,1500万,人民币,不公开的投资者,
2017-05-03,嘉楠耘智,电脑硬件,A轮,3亿,人民币,暾澜投资 / 锦江国际 / 趵朴投资,
2017-05-03,找靓机,其他电子产品,天使轮,数千万,人民币,梅花天使创投 / 青山资本,
2017-05-03,企企通,网络服务,A轮,数百万,人民币,和盟创投,
2017-05-03,ServiceChannel,IT服务,D轮,5400万,美元,Accel,
2017-05-03,Wavedash Games,网络游戏,种子轮,6百万,美元,Advancit Capital / Lowercase Capital / March Capital,
2017-05-02,Calysta Energy,医疗服务,D轮,4千万,美元,淡马锡投资 / 三井物产环球投资 / Walden Riverwood Ventures,
2017-05-02,势必可赢,IT服务,B轮,数千万,人民币,不公开的投资者,
2017-05-02,Zomato,餐饮,F轮,2千万,美元,淡马锡投资 / 红杉（海外）,
2017-05-02,Work Today,网上招聘,种子轮,110万,美元,s23p,
2017-05-02,riskmethods,咨询,B轮,1469万,美元,不公开的投资者,
2017-05-02,Convene,咨询,C轮,6800万,美元,不公开的投资者,
2017-05-02,iNurture,网上招聘,B轮,150万,美元,不公开的投资者,
2017-05-02,美能燃气,电力、燃气及水的生产和供应业,新三板定增轮,1500万,人民币,美能投资,
2017-05-02,货车帮,其他物流,B轮,1.6亿,美元,百度资本 / 全明星投资,
2017-05-02,嘉东光学,专用仪器仪表制造业,新三板定增轮,7001万,人民币,不公开的投资者,
2017-05-02,深之蓝水下机器人,硬件,A轮,1.1亿,人民币,源星资本 / 盛景网联 / 鼎翔资本 / 索道投资 / 泰达科技,
2017-05-02,Live.me,网络视频,A轮,6千万,美元,经纬中国 / 戈壁 / 北京猎豹网络 / IDG资本 / EMC,
2017-05-02,冻品汇,电子商务,Pre-A轮,数千万,人民币,金橡树投资 / 金海云天,
2017-05-02,凯欣股份,食品制造业,新三板定增轮,2千万,人民币,滨毅投资,
2017-05-01,罗马车贷,软件,天使轮,3百万,人民币,英诺天使基金,
2017-05-01,同信通信,其他电信业务及技术,C轮,5百万,人民币,温氏投资,
2017-05-01,Shenzhen Square Game Network Technology Co., Ltd.,互联网金融,天使轮,250万,人民币,国金投资,
2017-05-01,Shenzhen Walking Robot Technology Co., Ltd.,化工原料及加工,Pre-A轮,3百万,人民币,联想创投集团,
2017-05-01,Shenzhen Woofer Technology Co., Ltd.,汽车,A轮,非公开,,创客总部,
2017-05-01,Shanghai Dushi Industrial Development Co., Ltd.,其他,A轮,3千万,人民币,海通开元,
2017-05-01,仙果广告,其他网络服务,新三板定增轮,5千万,人民币,天津中南成长,
2017-05-01,好停车,其他汽车,A轮,1千万,人民币,亿润投资,
2017-05-01,爱拼信息,硬件,B轮,数千万,人民币,天奇阿米巴创投,
2017-05-01,四川华瑞幸福,其他建筑/工程,天使轮,非公开,,川瑞发展,
2017-05-01,安心公寓,网络服务,B轮,3亿,人民币,维新力特资本 / 东方富海 / 启明创投 / 涌铧投资 / PCP投资,
2017-05-01,郑明现代物流,物流管理,D轮,3.7亿,人民币,远洋资本,
2017-05-01,海天瑞声,托管服务,,2300万,人民币,银杏谷资本,
2017-05-01,银云信息,商务服务业,天使轮,130万,人民币,水木清华资本 / 英诺天使基金,
2017-05-01,Wook,电子商务,B轮,1.5亿,人民币,旦恩创投 / 麦星投资,
2017-04-28,Doc Halo,医疗服务,A轮,1100万,美元,贝恩资本,
2017-04-28,信数链,金融,种子轮,数百万,人民币,Plug & Play Ventures,
2017-04-28,豆包网,互联网金融,A轮,数千万,人民币,不公开的投资者,
2017-04-28,Zeta Global,广告创意/代理,F轮,1.4亿,美元,不公开的投资者,
2017-04-28,Holberton School,其他教育与培训,种子轮,230万,美元,不公开的投资者,
2017-04-28,辅料易,纺织及服装,天使轮,数百万,人民币,天使湾投资 / 寒武创投,
2017-04-28,昊星文化,零售,新三板定增轮,2300万,人民币,中金鼎晟（北京）投资基金管理有限公司 / 天星四海 / 宁波德旗泽鼎 / 中国风投,
2017-04-28,信数链,金融,种子轮,数百万,人民币,厦门契阔 / Plug And Play Tech Center,
2017-04-28,百丽,纺织及服装,,531亿,港币,鼎晖投资 / 高瓴资本,
2017-04-28,Beijing Yunsheng Intelligent Technology Co., Ltd.,网络服务,A轮,非公开,,创客总部,
2017-04-27,七星电气,光电,新三板定增轮,1200万,人民币,金弘聚源,
2017-04-27,图玛深维,医疗服务,Pre-A轮,数百万,美元,险峰长青 / 经纬中国 / 真格基金,
2017-04-27,报阅传媒,户外媒体,新三板定增轮,1100万,人民币,北京赢创股权投资有限公司,
2017-04-27,艺师汇,其他教育与培训,天使轮,数百万,人民币,华创资本,
2017-04-27,图玛深维,其他教育与培训,Pre-A轮,数百万,美元,险峰长青 / 经纬中国 / 真格基金,
2017-04-27,MPIRICA Health Analytics,医疗服务,A轮,460万,美元,OurCrowd,
2017-04-27,AIdoc Medical,医疗服务,A轮,7百万,美元,不公开的投资者,
2017-04-27,CarPal,配送及仓储,A轮,275万,美元,不公开的投资者,
2017-04-27,Realmax,IT服务,A轮,2亿,人民币,不公开的投资者,
2017-04-27,Singapore Life,保险,A轮,5千万,美元,不公开的投资者,
2017-04-27,联邦车局,互联网金融,A轮,1500万,人民币,不公开的投资者,
2017-04-27,EverFi,教育与培训,D轮,1.9亿,美元,不公开的投资者,
2017-04-27,OverOps,IT服务,C轮,3千万,美元,美国光速 / Menlo Ventures,
2017-04-26,Hibob,网上招聘,A轮,1750万,美元,Battery Ventures / 柏尚投资 / Arbor Venture,
2017-04-26,悦美,电信及增值业务,天使轮,数千万,人民币,老鹰基金 / 天使投资人 / 棕泉资本,
2017-04-26,大家亲,网络服务,种子轮,1百万,人民币,极客投资,
2017-04-26,Pockit,金融IT服务,B轮,370万,美元,不公开的投资者,
2017-04-26,唯幻科技,房地产,天使轮,6百万,人民币,不公开的投资者,
2017-04-26,升哲科技,硬件,B轮,1800万,美元,住友商事 / 青云创投 / 德国罗伯特•博世创业,
2017-04-26,中百信,IT服务,新三板定增轮,1千万,人民币,丁香汇创投,
2017-04-26,百甲重钢,金属制品业,新三板定增轮,3360万,人民币,江苏和泰投资,
2017-04-25,住美股份,电器机械及器材制造,新三板定增轮,3001万,人民币,深圳朴素资本管理有限公司 / 鼎锋资产,
2017-04-25,豫便利,电子商务,Pre-A轮,1亿,人民币,中鹤集团,
2017-04-25,荔枝微课,其他教育与培训,A轮,数千万,美元,金沙江创投 / 高榕资本,
2017-04-25,Improbable,硬件,战略投资轮,非公开,,软银,
2017-04-25,GameInfluencer,咨询,种子轮,非公开,,不公开的投资者,
2017-04-25,LoveCrafts,电子商务,C轮,3300万,美元,Scottish Equity Partners / Balderton,
2017-04-25,车贷贷,网络服务,A轮,3千万,人民币,联想之星 / 梅花天使创投 / 险峰长青,
2017-04-24,观数科技,IT服务,Pre-A轮,1500万,人民币,星河互联,
2017-04-24,Gobee.bike,交通运输,种子轮,非公开,,不公开的投资者,
2017-04-24,Mobidiag Ltd.,生物工程,B轮,425万,美元,不公开的投资者,
2017-04-24,辈出科技,其他,A轮,数千万,人民币,华睿投资,
2017-04-24,Movivo,金融IT服务,天使轮,20万,英镑,不公开的投资者,
2017-04-24,LVH,IT服务,A轮,1千万,美元,不公开的投资者,
2017-04-24,博敏达,医疗服务,Pre-A轮,数千万,人民币,南京常呈益股权投资基金管理企业（有限合伙） / 景泰恒投资 / 重山资本 / 容银投资,
2017-04-24,小仙炖燕窝,电子商务,A轮,2千万,人民币,梦泉时尚 / 天使投资人,
2017-04-24,东吾洋,其他食品加工,新三板定增轮,1152万,人民币,兴业证券 / 上海添橙投资管理有限公司,
2017-04-24,清睿教育,网络教育,新三板定增轮,1000万,人民币,千合资本,
2017-04-22,ofo,其他无线互联网服务,D轮,数亿,美元,蚂蚁金服,
2017-04-22,伯镭科技,硬件,天使轮,数百万,人民币,联创永宣,
2017-04-21,ZappRX,医疗服务,B轮,2500万,美元,启明创投,
2017-04-21,Solv,医疗服务,A轮,625万,美元,标杆资本,
2017-04-21,三立教育,学历教育,A轮,非公开,,不公开的投资者,
2017-04-21,怪兽充电,电源,天使轮,数千万,人民币,小米 / 清流资本 / 高瓴资本 / 顺为资本 / 紫米科技,
2017-04-21,微宏动力系统,新能源,A轮,27.6亿,人民币,鼎晖投资 / 国投创业 / 中信证券,
2017-04-21,天仪研究院,仪器仪表制造,A轮,数亿,人民币,国科嘉和 / 经纬中国 / 赛富动势投资 / 名川资本 / 北极光,
2017-04-21,摩邑诚,广告创意/代理,C轮,1.8亿,人民币,维思资本,
2017-04-21,中再资环,环保,上市定增轮,4.6亿,人民币,银晟资本 / 鑫诚投资 / 物流产业投资,
2017-04-21,瑞凯股份,商务服务业,新三板定增轮,1千万,人民币,赛富合银 / 同晖投资,
2017-04-21,骅盛车电,汽车制造,新三板定增轮,1200万,人民币,凯歌创业 / 广发证券,
2017-04-21,灵动微电,集成电路制造,新三板定增轮,2924万,人民币,思科瑞新资本 / 睿德信投资,
2017-04-21,网博科技,软件,新三板定增轮,1400万,人民币,向日葵投资,
2017-04-21,百川环能,环保,新三板定增轮,1.2亿,人民币,光大控股创投 / 深圳中奕基金管理有限公司 / 上海德存投资有限公司 / 中泰华信,
2017-04-21,唯车电商,其他汽车,B轮,722万,人民币,不公开的投资者,
2017-04-20,ARKie,其他娱乐传媒,A轮,4千万,人民币,洪泰基金,
2017-04-20,伊普诺康,医药,新三板定增轮,4000万,人民币,常州市联华复思投资管理合伙企业（有限合伙） / 龙钰投资,
2017-04-20,鹿战,体育,Pre-A轮,数百万,人民币,不公开的投资者,
2017-04-20,有车位,其他网络服务,A轮,1200万,人民币,戈壁,
2017-04-20,车贷贷,互联网金融,A轮,3千万,人民币,联想之星 / 梅花天使创投 / 险峰长青,
2017-04-20,微吼,网络视频,C轮,2亿,人民币,不公开的投资者,
2017-04-20,陶冶户外,体育,A轮,1千万,人民币,华盖资本,
2017-04-20,Workingdom,IT服务,A轮,数千万,人民币,宣泽资产,
2017-04-19,MUX,网络视频,A轮,9百万,美元,Accel,
2017-04-19,Belkin Laser,医疗设备,A轮,非公开,,不公开的投资者,
2017-04-19,Vicis,网络社区,A轮,120万,美元,不公开的投资者,
2017-04-19,熙穰,文化/体育和娱乐业,种子轮,数百万,人民币,上海甘客投资管理中心,
2017-04-19,中国电建,房屋和土木工程,上市定增轮,120亿,人民币,中国诚通 / 建信基金 / 国寿安保 / 中原股权,
2017-04-19,马路创新,配送及仓储,天使轮,数百万,人民币,不公开的投资者,
2017-04-19,法驴,咨询,Pre-A轮,8百万,人民币,不公开的投资者,
2017-04-19,绿盟科技,计算机与网络安全服务,上市定增轮,7.9亿,人民币,前海开源 / 嘉实基金 / 中汇金锐,
2017-04-18,日升新能,新能源,上市定增轮,32亿,人民币,创新基金,
2017-04-18,浩亚机电,汽车制造,新三板定增轮,3千万,人民币,邦明资本,
2017-04-18,魔秀科技,其他无线互联网服务,新三板定增轮,1001万,人民币,小朴资本,
2017-04-18,金融八卦女,新闻和出版业,A轮,1100万,人民币,高维资本 / 天使投资人,
2017-04-18,快方送药,电子商务,C轮,6千万,人民币,步长制药,
2017-04-18,LeanDNA,IT服务,A轮,450万,美元,不公开的投资者,
2017-04-17,Fashwire,咨询,天使轮,73万,美元,不公开的投资者,
2017-04-17,MobiKwik,互联网金融,C轮,93万,美元,不公开的投资者,
2017-04-17,BioProtect,医疗设备,D轮,350万,美元,不公开的投资者,
2017-04-17,Luminar Technologies,硬件,天使轮,3600万,美元,Canvas Venture Fund,
2017-04-17,ClearDATA,医疗服务,D轮,1200万,美元,Excel Venture Management / Heritage Group / NVP,
2017-04-17,越品餐饮,餐饮,A轮,数千万,人民币,弘毅投资 / 百福控股,
2017-04-17,哈罗单车,交通运输,B轮,数亿,人民币,成为资本,
2017-04-17,妙健康,医疗服务,B轮,2.5亿,人民币,深圳农银 / 中信资本,
2017-04-16,强森医疗,医疗服务,B轮,1亿,人民币,君联资本 / 启明创投,
2017-04-14,神拓机电,其他能源及矿产,新三板定增轮,1千万,人民币,远致投资,
2017-04-14,Qwilr,IT服务,A轮,150万,美元,Point Nine Capital,
2017-04-14,Tasktop,IT服务,天使轮,1130万,美元,Austin,
2017-04-13,Blink Health,生物工程,B轮,9千万,美元,不公开的投资者,
2017-04-13,SquadRun,IT服务,A轮,210万,美元,Blume Ventures,
2017-04-13,ORBITAL SYSTEMS,其他服务业,B轮,1500万,英镑,不公开的投资者,
2017-04-13,正霸股份,非金属矿物制品业,新三板定增轮,1035万,人民币,红桥创投,
2017-04-13,今奥科技,软件,新三板定增轮,1000万,人民币,策信投资,
2017-04-13,晓天智能,金属制品业,新三板定增轮,2387万,人民币,万和证券,
2017-04-13,奥特维,专用仪器仪表制造业,新三板定增轮,1.5亿,人民币,东方富海 / 金投资本 / 东方富海（芜湖） / 东证融通,
2017-04-13,元道通信,电信设备及终端,新三板定增轮,1.1亿,人民币,秉鸿创投 / 秉鸿创业 / 和网投资 / 河北建融 / 盈科资本,
2017-04-13,小三角,电子商务,A轮,2600万,人民币,阿米巴资本 / 辰海资本 / 丰厚资本 / 智明星通,
2017-04-13,黄油相机,无线互联网服务,A轮,3百万,美元,不公开的投资者 / 德讯投资,
2017-04-13,广和通,无线互联网服务,上市定增轮,非公开,,英特尔投资,
2017-04-13,笨哥哥,其他,Pre-A轮,2千万,人民币,富士康 / 真格基金,
2017-04-12,南通三建,房屋和土木工程,新三板定增轮,3.6亿,人民币,上海逐原资本管理有限公司,
2017-04-12,梵星学,电子商务,天使轮,数百万,人民币,不公开的投资者,
2017-04-12,安达科技,化工原料生产,新三板定增轮,3.6亿,人民币,华创融金 / 深圳市西博创业投资合伙企业（有限合伙） / 鼎锋明道投资 / 珠海横琴中科零壹投资管理有限公司 / 中科招商,
2017-04-12,中科英泰,通信终端,新三板定增轮,3000万,人民币,上海英飞创复投资管理有限公司 / 基石资本 / 同方创投,
2017-04-12,维珍创意,其他金融服务,新三板定增轮,9990万,人民币,拔萃资本 / 中关村兴业投资 / 锦辉泰投资 / 锦狮天众 / 汉理前景投资,
2017-04-12,回水科技,其他机械制造,新三板定增轮,3500万,人民币,如山投资,
2017-04-12,天河股份,汽车制造,新三板定增轮,3000万,人民币,毅达资本 / 南京楷天,
2017-04-12,泰宇信息,软件,新三板定增轮,420万,人民币,冠亚投资,
2017-04-12,Ninjacart,电子商务,B轮,550万,美元,不公开的投资者,
2017-04-12,Simple Contacts,医疗服务,A轮,8百万,美元,不公开的投资者,
2017-04-12,Unu,硬件,A轮,794万,美元,Iris Capital,
2017-04-12,Cleanly,其他服务业,A轮,5百万,美元,Millhouse,
2017-04-11,非码沙漏,其他IT服务,A轮,2900万,人民币,华软投资,
2017-04-11,Lucid,咨询,B轮,6千万,美元,North Bridge,
2017-04-11,Fleet,硬件,A轮,5百万,美元,不公开的投资者,
2017-04-11,Shipyard Games,网络游戏,天使轮,290万,美元,Supercell,
2017-04-11,国泰君安,证券经纪与交易,上市定增轮,4.9亿,美元,工银国际 / 交银投资 / 安佰深 / 大成国际,
2017-04-11,百姓网,网络服务,新三板定增轮,1400万,人民币,中科招商,
2017-04-11,通海绒业,纺织及服装,新三板定增轮,2千万,人民币,神木创投,
2017-04-11,舜富精工,冶炼/加工,新三板定增轮,2100万,人民币,工信联盟投资,
2017-04-11,人人视频,网络服务,B轮,非公开,,小米 / 赛富投资基金 / 杭州大头投资 / 百度视频,
2017-04-11,非码沙漏,其他IT服务,A轮,2900万,人民币,华软资本 / 复容资本,
2017-04-11,赛诺微医疗,医疗设备,A轮,4千万,人民币,幂方资本 / 金浦健康基金,
2017-04-11,梦之墨科技,IT服务,天使轮,非公开,,中科创星,
2017-04-11,傲播工作室,影视制作及发行,天使轮,6百万,人民币,真格基金 / 臻云智能,
2017-04-11,Beijing Shunshiweikuai Technology Co., Ltd.,硬件,天使轮,非公开,,心元资本,
2017-04-10,美薇亭,其他,A轮,3千万,人民币,峰瑞资本,
2017-04-10,西游电单,交通运输,天使轮,数千万,人民币,汉理资本,
2017-04-10,深科技,IT服务,Pre-A轮,1400万,人民币,中科创星 / 上海澜亭投资,
2017-04-10,匠人网络,其他IT服务,A轮,数千万,人民币,启赋资本 / 盛维创投,
2017-04-10,农特微商,电子商务,天使轮,非公开,,不公开的投资者 / 天使投资人,
2017-04-10,寓米网,酒店,新三板定增轮,500万,人民币,同信投资,
2017-04-10,建邦股份,批发业,新三板定增轮,3500万,人民币,安鹏股权投资,
2017-04-10,盛和资源,冶炼/加工,上市定增轮,6.7亿,人民币,太和东方投资 / 博荣资本 / 中智信诚 / 永信投资,
2017-04-10,ProTom International,医疗服务,A轮,3千万,美元,不公开的投资者,
2017-04-10,涂料界,IT服务,Pre-A轮,2千万,人民币,不公开的投资者,
2017-04-10,留学府,其他教育与培训,天使轮,数百万,人民币,雨和资本,
2017-04-08,医易康云,医疗服务,A轮,4200万,人民币,景峰医药 / 天使投资人,
2017-04-07,森虎科技,通信设备,新三板定增轮,1080万,人民币,不公开的投资者,
2017-04-07,便雅悯,影视制作及发行,A轮,5百万,人民币,不公开的投资者,
2017-04-07,金银猫,金融搜索及资讯,B轮,非公开,,中能源电力,
2017-04-07,尊旅网,旅游,天使轮,5百万,人民币,不公开的投资者,
2017-04-07,Synchron,医疗设备,A轮,1千万,美元,不公开的投资者,
2017-04-06,小钱班克,教育与培训,天使轮,数千万,人民币,不公开的投资者,
2017-04-06,Robinhood,金融,C轮,非公开,,数字天空技术,
2017-04-06,Fingerlix,电子商务,A轮,3百万,美元,不公开的投资者,
2017-04-06,Snowflake,咨询,C轮,1亿,美元,Iconiq资本 / Madrona Venture Group,
2017-04-06,西十区,IT,B轮,数千万,人民币,华山资本 / 天使投资人 / 首泰金信,
2017-04-06,大v店,电子商务,C轮,数千万,美元,斯道资本 / 思伟投资 / 金沙江创投 / GWC长城会 / 元实资本,
2017-04-06,云裳科技,纺织及服装,A轮,1千万,人民币,元禾原点,
2017-04-06,理想国之旅,旅游,天使轮,数百万,人民币,泰然天合股权,
2017-04-06,高跟73小时,纺织及服装,A轮,1千万,人民币,不公开的投资者,
2017-04-06,力源信息,其他半导体,上市定增轮,13亿,人民币,华泰瑞联 / 民和德元,
2017-04-06,奥杰股份,其他汽车,D轮,2940万,人民币,国科投资,
2017-04-06,上新时尚网络,软件,A轮,78.6万,人民币,XVC,
2017-04-05,聚通达,电信设备及终端,Pre-A轮,1500万,人民币,中国风投,
2017-04-05,恒信移动,零售,上市定增轮,9.9亿,人民币,政利投资 / 九泰基金 / 三山资本,
2017-04-05,明特量化,互联网金融,B轮,1亿,人民币,启宸投资 / 红点创投,
2017-04-05,远点明视,硬件,天使轮,7百万,人民币,鑫百益 / 天使投资人,
2017-04-05,The NAGA Group AG,金融IT服务,A轮,1250万,欧元,复星集团,
2017-04-05,明特量化,互联网金融,B轮,1亿,人民币,红点创投,
2017-04-05,KLINICS,医疗服务,天使轮,非公开,,不公开的投资者,
2017-04-03,分图,网络营销,种子轮,1百万,人民币,不公开的投资者,
2017-04-01,兔展,IT服务,B轮,非公开,,碚曦投资,
2017-04-01,Shanghai Number Peng Network Technology Co., Ltd.,软件,A轮,数千万,人民币,光速中国创业投资基金,
2017-04-01,偶数科技,IT服务,天使轮,非公开,,红点创投,
2017-04-01,七月在线,网络教育,天使轮,3百万,人民币,不公开的投资者,
2017-04-01,共享充电,其他电信业务及技术,天使轮,6百万,人民币,不公开的投资者,
2017-04-01,SpyBiotech,生物工程,天使轮,5百万,美元,不公开的投资者,
2017-04-01,众云教育,软件,Pre-A轮,数千万,人民币,得厚资本,
2017-04-01,青莲云,IT服务,,7百万,人民币,九合创投,
2017-04-01,帕皮科技,其他教育与培训,A轮,3千万,人民币,汉博商业 / 芳晟股权投资基金 / 科鑫基金 / 诺瓦资本 / 青松基金,
2017-04-01,中世招标代理,其他,天使轮,数百万,人民币,中悉投资,
2017-04-01,景驰科技,汽车,天使轮,非公开,,洪泰基金,
2017-04-01,马泷齿科中国,医疗服务,C轮,1.1亿,人民币,弘晖资本 / 源星资本 / 金浦产业投资,
2017-04-01,极贝科技,硬件,种子轮,数百万,人民币,浩方创投,
2017-03-31,次元文化,广告创意/代理,A轮,1千万,人民币,普华资本,
2017-03-31,第一物业,房地产,新三板定增轮,1206万,人民币,长江证券 / 第一资产 / 东北证券,
2017-03-31,创益通,其他制造业,新三板定增轮,3750万,人民币,广东粤瀚投资有限公司 / 景林投资 / 麦哲伦资本,
2017-03-31,M站,文化传播,A轮,非公开,,明势资本,
2017-03-31,励合化学,新材料,A轮,3500万,人民币,中钰资本 / 东湖创投,
2017-03-31,中阳股份,非金属矿物制品业,新三板定增轮,2400万,人民币,不公开的投资者,
2017-03-31,智美达,硬件,,5千万,人民币,盛世景,
2017-03-31,源和药业,中药材及中成药加工业,新三板定增轮,2千万,人民币,盛世景,
2017-03-31,迈科智能,终端设备及技术服务,,1995万,人民币,盛世景,
2017-03-31,H2L,IT服务,A轮,180万,美元,不公开的投资者,
2017-03-31,OneTwoTrip,旅游,C轮,3百万,美元,不公开的投资者,
2017-03-31,Oriano Solar,IT服务,A轮,3百万,美元,不公开的投资者,
2017-03-31,见信,网络社区,天使轮,数百万,人民币,黑桃资本,
2017-03-31,物网科技,电子商务,天使轮,1百万,人民币,不公开的投资者,
2017-03-30,Aiden,硬件,天使轮,75万,美元,Kima Ventures,
2017-03-30,Weeloy,餐饮,A轮,360万,美元,不公开的投资者,
2017-03-30,爱便利,其他,B轮,2亿,人民币,锴明投资,
2017-03-30,朗知传媒,商务服务业,新三板定增轮,1225万,人民币,不公开的投资者,
2017-03-30,翼捷股份,IC设备制造,新三板定增轮,3千万,人民币,长江国弘,
2017-03-30,超力电机,电器机械及器材制造,新三板定增轮,1200万,人民币,不公开的投资者,
2017-03-30,小鹿医馆,医疗服务,B轮,数亿,人民币,创新工场 / 红点创投,
2017-03-30,天创电子,电子设备,天使轮,数千万,人民币,凯风创投,
2017-03-30,新发地生鲜网,电子商务,Pre-A轮,数千万,人民币,不公开的投资者,
2017-03-30,趣运动,无线互联网服务,C轮,数千万,人民币,佳浩投资,
2017-03-30,小孩子科技,电子商务,A轮,数千万,人民币,腾讯投资,
2017-03-30,小狗电器,电器机械及器材制造,C轮,1.5亿,人民币,光信投资 / 北京市北广文资歌华投资管理中心（有限合伙） / 康远投资 / 天鹰资本 / 广发信德,
2017-03-29,快仓智能,配送及仓储,B轮,2亿,人民币,菜鸟网络 / 软银中国资本,
2017-03-29,聚财猫,P2P,A轮,1亿,人民币,春晓资本,
2017-03-29,好大夫,其他生物技术/医疗健康,D轮,2亿,美元,腾讯投资,
2017-03-29,特思达,光电显示器,新三板定增轮,560万,人民币,福瑞加成投资管理（上海）有限公司,
2017-03-29,宏济堂,中药材及中成药加工业,新三板定增轮,2.6亿,人民币,厦门创势仁和资本管理有限公司 / 乔景资本 / 中兵广发投资 / 巨擎资本 / 东方证券,
2017-03-29,远孚物流,配送及仓储,A轮,非公开,,三行资本 / 北京一八九八创投基金,
2017-03-29,中南文化,电视制作与发行,上市定增轮,4亿,人民币,浩基投资 / 西藏泰富,
2017-03-29,Benson Hill Biosystems,IT服务,B轮,2500万,美元,不公开的投资者,
2017-03-29,Rooter,网络视频,天使轮,非公开,,不公开的投资者,
2017-03-29,初联科技,居民服务业,A轮,4百万,美元,Founder Collective / Harrison Metal / Avalon Ventures / YC / Baseline Ventures,
2017-03-28,紫光集团,集成电路制造,,非公开,,不公开的投资者,
2017-03-28,Lightform,硬件,天使轮,260万,美元,Lux Capital,
2017-03-28,万科物业,物业管理,战略投资轮,非公开,,不公开的投资者,
2017-03-28,阿牛定投,金融服务,天使轮,数百万,人民币,不公开的投资者,
2017-03-28,用钱宝,金融搜索及资讯,A轮,4.7亿,人民币,国科嘉和 / 金砖资本 / 源码资本 / 中金甲子 / 创新工场,
2017-03-28,隆海生物,环保,新三板定增轮,1128万,人民币,和信股权投资,
2017-03-28,妖灵妖,硬件,天使轮,3百万,人民币,桃李资本 / 海丰至诚 / 洪荒创投,
2017-03-28,三盟科技,IT服务,新三板定增轮,1864万,人民币,久银投资,
2017-03-28,城市超市,B2B,A轮,非公开,,天天果园,
2017-03-28,买单侠,互联网小贷,D轮,5亿,人民币,京东金融 / 弘毅投资,
2017-03-28,驾游网,旅游,种子轮,135万,人民币,牛哇创客 / 百诺国际并购基金 / 车海实业投资,
2017-03-28,紫光集团,集成电路制造,B轮,1500亿,人民币,华芯投资 / 国开行,
2017-03-28,遥望网络,网络服务,新三板定增轮,5975万,人民币,毅达资本 / 浙科投资,
2017-03-27,云之家,应用软件,B轮,1400万,美元,京东 / 涌金集团,
2017-03-27,索菱股份,其他汽车,上市定增轮,2.3亿,人民币,嘉佑投资 / 中欧润隆,
2017-03-27,贝特科技,电子设备,新三板定增轮,3104万,人民币,津杉资本 / 江西联恒投资管理有限公司 / 高新投创投公司,
2017-03-27,易点鲜,电子商务,Pre-A轮,1百万,人民币,不公开的投资者,
2017-03-27,研和股份,家具,新三板定增轮,1050万,人民币,不公开的投资者,
