投资时间,受资方,所属行业,VC阶段,投资金额,币种,投资方,
2017-03-27,1号生活,无线互联网服务,A轮,7800万,人民币,弘道资本 / 杉华投资 / 合力投资 / 厚兴资本 / 天使投资人,
2017-03-27,太川股份,网络社区,新三板定增轮,1001万,人民币,华迪投资,
2017-03-27,纽哈斯,商务服务业,新三板定增轮,468万,人民币,不公开的投资者,
2017-03-27,金维制药,医药,新三板定增轮,8千万,人民币,雨汇投资,
2017-03-27,深黑科技,IT服务,种子轮,30万,人民币,不公开的投资者,
2017-03-27,亘峰嘉能,环保,新三板定增轮,2092万,人民币,华泰证券 / 信达证券,
2017-03-27,钛度科技,硬件,A轮,数千万,人民币,不公开的投资者,
2017-03-27,中铁工业,其他建筑/工程,上市定增轮,60亿,人民币,巨能资本 / 建信基金 / 国寿安保 / 华安未来资产 / 广东省铁路发展基金,
2017-03-27,Edutech,咨询,A轮,1百万,美元,不公开的投资者,
2017-03-27,Snapcart,咨询,Pre-A轮,3百万,美元,伟高达,
2017-03-26,易后台,IT服务,A轮,数千万,人民币,神州易桥,
2017-03-25,南友圈,网络社区,Pre-A轮,数千万,人民币,浩方创投,
2017-03-24,TrapLight Games,手机游戏,B轮,270万,美元,韩投伙伴（中国）,
2017-03-24,银子铺,P2P,战略投资轮,2千万,人民币,不公开的投资者,
2017-03-24,Kangaroo Kids,教育与培训,战略投资轮,2千万,美元,不公开的投资者,
2017-03-24,福信富通,软件,新三板定增轮,1008万,人民币,北京简道创客投资有限公司,
2017-03-24,润泰股份,化工原料生产,新三板定增轮,4050万,人民币,毅达资本,
2017-03-24,世联君汇,物业管理,新三板定增轮,962万,人民币,不公开的投资者,
2017-03-24,亿道信息,IT服务,新三板定增轮,1050万,人民币,国科嘉和,
2017-03-24,金穗生态,化工原料生产,新三板定增轮,2253万,人民币,不公开的投资者,
2017-03-24,百胜智能,专用仪器仪表制造业,新三板定增轮,1036万,人民币,不公开的投资者,
2017-03-24,东方标准X,其他教育与培训,A轮,数百万,人民币,极豆资本 / 口袋兼职,
2017-03-24,漫漫漫画,动漫,A轮,数千万,人民币,方和资本 / 腾讯众创空间,
2017-03-24,关键评论网,传统媒体,B轮,数百万,美元,North Base Media / Wiskey Capital,
2017-03-24,冰立方VR,IT服务,天使轮,5百万,人民币,峰瑞资本,
2017-03-24,一米辅导,网络教育,Pre-A轮,3千万,人民币,德晖资本 / 精锐教育,
2017-03-24,银子铺,P2P,A轮,2千万,人民币,高泽商贸,
2017-03-24,晨宇工程,环保,B轮,2千万,人民币,陕西供销知守基金管理,
2017-03-23,泰安科技,汽车制造,B轮,1950万,人民币,新鼎荣盛,
2017-03-23,一智通,物流管理,A轮,6千万,人民币,熊猫资本 / 清控银杏 / 景林资产 / 星汉资本 / 千朋投资,
2017-03-23,和金在线,IT服务,B轮,非公开,,博将资本,
2017-03-23,希澈,网络服务,A轮,数千万,人民币,沃捷传媒 / 启迪之星 / 信天创投,
2017-03-23,新宝股份,家用电器制造,上市定增轮,9.1亿,人民币,嘉实基金 / 国投瑞银 / 江苏苏豪 / 九泰基金 / 泰达宏利基金,
2017-03-23,洋葱小姐(洋葱海外仓),电子商务,A轮,数亿,人民币,亦联资本 / 险峰长青,
2017-03-23,蓝创股份,软件,新三板定增轮,972万,人民币,金茂资本,
2017-03-23,艾融软件,网络服务,新三板定增轮,2963万,人民币,不公开的投资者,
2017-03-23,青浦资产,金融信托与管理,新三板定增轮,5.5亿,人民币,不公开的投资者,
2017-03-23,资源环保,环保,新三板定增轮,1319万,人民币,不公开的投资者,
2017-03-23,主线文化,广告创意/代理,新三板定增轮,164万,人民币,不公开的投资者,
2017-03-23,奥特美克,应用软件,新三板定增轮,1684万,人民币,不公开的投资者,
2017-03-23,康富科技,电机制造,新三板定增轮,1308万,人民币,不公开的投资者,
2017-03-23,华科飞扬,网络视频,新三板定增轮,154万,人民币,不公开的投资者,
2017-03-23,国能电池,电源,A轮,非公开,,西藏九证资本 / 华胜天成能源,
2017-03-23,人人爱家金融,金融,B轮,1亿,人民币,不公开的投资者,
2017-03-23,俏动智能,硬件,种子轮,150万,人民币,不公开的投资者,
2017-03-22,纽诺育儿,其他教育与培训,Pre-A轮,数百万,人民币,不公开的投资者,
2017-03-22,Elvie,电子商务,A轮,6百万,美元,不公开的投资者,
2017-03-22,无二之旅,网络旅游,B轮,非公开,,昆仑信元基金,
2017-03-22,恒升医学,批发业,,1200万,人民币,易联资本 / 新疆万和富利,
2017-03-22,壹豪科技,化工原料生产,新三板定增轮,1070万,人民币,不公开的投资者,
2017-03-22,阳光中科,新能源,新三板定增轮,4500万,人民币,不公开的投资者,
2017-03-22,兰卫检验,其他医药,新三板定增轮,5.3亿,人民币,海澜集团,
2017-03-22,达美盛,应用软件,新三板定增轮,481万,人民币,不公开的投资者,
2017-03-22,力久电机,电机制造,新三板定增轮,550万,人民币,不公开的投资者,
2017-03-22,卫士通,计算机与网络安全服务,上市定增轮,26.9亿,人民币,四川弘芯股权投资基金管理有限公司 / 中科电投资 / 建信基金,
2017-03-22,郑煤机,其他机械制造,上市定增轮,1.6亿,人民币,百瑞信托 / 安徽铁路投资 / 天弘基金 / 中和资本,
2017-03-22,红眼兔,B2C,A轮,数千万,人民币,中国量银集团,
2017-03-22,熊猫车险,软件,A轮,1440万,人民币,启赋资本,
2017-03-22,纽诺育儿,其他教育与培训,Pre-A轮,数千万,人民币,毅聪创投 / 广东文化产业投资,
2017-03-22,大象洗鞋馆,电子商务,天使轮,数千万,人民币,深创投 / 投控东海,
2017-03-22,好运虎,配送及仓储,Pre-A轮,数千万,人民币,君上资本,
2017-03-21,雅澳供应链,物流管理,天使轮,数千万,人民币,普天物流 / 天使投资人 / 三银投资,
2017-03-21,无界空间,网络服务,A轮,数亿,人民币,经纬中国 / 信中利资本,
2017-03-21,镁客网,网络服务,A轮,数百万,人民币,上海涛理投资 / 洪荒创投,
2017-03-21,银翼智迅,医疗设备,B轮,非公开,,万融时代资本,
2017-03-21,维斗科技,电器机械及器材制造,新三板定增轮,1338万,人民币,不公开的投资者,
2017-03-21,白鹭科技,网络服务,新三板定增轮,6800万,人民币,瀚华资本 / 天星资本 / IDG资本,
2017-03-21,天线宝宝,食品制造业,新三板定增轮,5375万,人民币,不公开的投资者,
2017-03-21,大伦股份,造纸,新三板定增轮,2030万,人民币,不公开的投资者,
2017-03-21,川山甲,物流管理,新三板定增轮,5.9亿,人民币,安丰创投 / 上海勤馨 / 华瓯投资,
2017-03-21,和源兴,其他建筑/工程,新三板定增轮,1008万,人民币,南京巨石金川,
2017-03-21,风向标,游艺器材及娱乐用品制造,新三板定增轮,1163万,人民币,不公开的投资者,
2017-03-21,Databerries,咨询,A轮,1600万,美元,Index Venture,
2017-03-21,Tech in Asia,传统媒体,D轮,6百万,美元,不公开的投资者,
2017-03-21,Nested,IT服务,A轮,99万,美元,不公开的投资者,
2017-03-21,Akeneo,IT服务,B轮,1300万,美元,不公开的投资者,
2017-03-21,Goldenvoice,专业培训,A轮,数千万,人民币,东软集团,
2017-03-20,黑蚂蚁,广告代理商及网络营销服务机构,A轮,数千万,人民币,不公开的投资者,
2017-03-20,博思尼,硬件,A轮,数千万,人民币,不公开的投资者,
2017-03-20,Light Polymers,硬件,A轮,2430万,美元,不公开的投资者,
2017-03-20,Pawoon,IT服务,A轮,非公开,,不公开的投资者,
2017-03-20,合众环保,专用仪器仪表制造业,新三板定增轮,2000万,人民币,华胜天成能源,
2017-03-20,土星在线,托管服务,新三板定增轮,3078万,人民币,不公开的投资者,
2017-03-20,博思尼科技,硬件,A轮,数千万,人民币,深创投 / 吉富股权基金,
2017-03-20,磁金融,互联网金融,A轮,6500万,人民币,云启资本 / 源码资本 / 经纬中国,
2017-03-20,以息科技,网络服务,天使轮,数百万,人民币,青骢资本,
2017-03-20,六六脑科学健脑,网络教育,A轮,数百万,美元,斯道资本 / 北极光,
2017-03-20,猛狮科技,电源,上市定增轮,13亿,人民币,鼎江金控 / 青尚投资 / 景和道 / 平湖金控,
2017-03-20,以岭药业,中药材及中成药加工业,上市定增轮,13.1亿,人民币,前海开源 / 建信基金 / 国信资本 / 海尔创投 / 广东省铁路发展基金,
2017-03-20,梅丽科技,医疗设备,种子轮,22.9万,人民币,聚创造,
2017-03-20,天神娱乐,建材,上市定增轮,20.9亿,人民币,不公开的投资者,
2017-03-20,GitChat,无线互联网服务,天使轮,数百万,人民币,真格基金,
2017-03-20,名品彩叶,林业,新三板定增轮,1700万,人民币,忠诚恒兴,
2017-03-20,福贝宠物,其他,B轮,9千万,人民币,毅达资本,
2017-03-20,青普旅游,网络旅游,A轮,2亿,人民币,不公开的投资者 / 天奇阿米巴创投 / 善德投资 / 融汇资本,
2017-03-18,AeroBand,无线音乐,种子轮,1百万,人民币,恺富资本 / PreAngel Fund,
2017-03-17,共享停车,网络服务,A轮,1200万,人民币,赛富投资基金,
2017-03-17,爱会客,网络服务,C轮,非公开,,浆果投资,
2017-03-17,天沐温泉,商务服务业,新三板定增轮,4500万,人民币,不公开的投资者,
2017-03-17,柳鑫股份,电子设备,新三板定增轮,624万,人民币,国泰君安 / 九州证券 / 万和证券 / 东莞证券,
2017-03-17,隆华新材,新材料,新三板定增轮,5100万,人民币,豪迈资本,
2017-03-17,邦瑞达,专用仪器仪表制造业,新三板定增轮,4百万,人民币,不公开的投资者,
2017-03-17,怀业信息,IT服务,新三板定增轮,1317万,人民币,不公开的投资者,
2017-03-17,衣二三,租赁业,B轮,2千万,美元,非同凡想创投 / 磐霖资本 / UOB Venture / 微梦创科创投 / 金沙江创投,
2017-03-17,素士,其他电子产品,A轮,数千万,人民币,不公开的投资者,
2017-03-17,Brooklinen,电子商务,A轮,1千万,美元,FirstMark Capital,
2017-03-17,翼车配,汽车维修,A轮,非公开,,南京紫金科技创投,
2017-03-17,OmniBike,其他网络服务,天使轮,1600万,英镑,Accel / 滴滴出行,
2017-03-17,车置宝,电子商务,C轮,1亿,美元,太盟投资集团,
2017-03-16,阿牧网云,畜牧业,Pre-A轮,非公开,,不公开的投资者,
2017-03-16,LivingLens,咨询,B轮,150万,英镑,不公开的投资者,
2017-03-16,小明太极,动漫,A轮,1亿,人民币,卡氏中国基金,
2017-03-16,CareDox,医疗服务,A轮,640万,美元,First Round Capital / Giza Venture Capital,
2017-03-16,弥财,其他金融服务,Pre-A轮,非公开,,伯藜创投,
2017-03-16,安科运达,商务服务业,新三板定增轮,6000万,人民币,北京拉卡拉投资 / 日亚投资,
2017-03-16,芬尼科技,通用仪器仪表制造业,新三板定增轮,1300万,人民币,不公开的投资者,
2017-03-16,彩虹光,印刷,新三板定增轮,2590万,人民币,贵山基金,
2017-03-16,拜登集团,酒店,天使轮,1500万,人民币,玛莎资本 / 熙米酒店,
2017-03-16,明珠股份,农业种植,新三板定增轮,1千万,人民币,不公开的投资者,
2017-03-15,茄子科技,软件,A轮,数百万,美元,小米,
2017-03-15,瑞阳科技,汽车制造,新三板定增轮,2亿,人民币,北京简道创客投资有限公司 / 茂汇投资 / 重庆文化创意股权投资基金 / 朝阳永续菁和 / 点量兴业,
2017-03-15,松炀资源,新能源,新三板定增轮,1.8亿,人民币,中鼎创富投资,
2017-03-15,优利康达,其他机械制造,新三板定增轮,1.2亿,人民币,江苏华睿 / 九证投资,
2017-03-15,ibaby,无线互联网服务,A轮,数千万,人民币,不公开的投资者 / 医启投资,
2017-03-15,小柏家护,居民服务和其他服务业,Pre-A轮,3千万,人民币,万豪股权投资,
2017-03-15,晨泰科技,专用仪器仪表制造业,新三板定增轮,1.2亿,人民币,盛方资本 / 赣资泰豪股权投资 / 银日伊方股权投资 / 上海光控动态投资管理有限公司,
2017-03-15,魔感互娱,IT服务,天使轮,数百万,人民币,仓瑞投资,
2017-03-15,顶上英语,专业培训,A轮,数千万,人民币,创新工场 / 华创资本,
2017-03-15,全拓科技,IT服务,G轮,1亿,人民币,普渡资本,
2017-03-15,开元仪器,专用仪器仪表制造业,上市定增轮,12.8亿,人民币,前海开源 / 道基投资,
2017-03-15,Dyadic Security,IT服务,B轮,1200万,美元,Innovation Endeavors / Citi Ventures / 高盛,
2017-03-15,上海翌雪,网络旅游,Pre-A轮,数千万,人民币,不公开的投资者,
2017-03-15,宏强科技,IT服务,天使轮,2百万,人民币,不公开的投资者,
2017-03-15,沙粮哥,农/林/牧/渔服务业,天使轮,4百万,人民币,不公开的投资者,
2017-03-15,小柏家护,居民服务和其他服务业,Pre-A轮,3千万,人民币,杭州万豪,
2017-03-15,ProducePay,第三方支付,A轮,7700万,美元,不公开的投资者,
2017-03-14,Skuid,咨询,B轮,2400万,美元,Iconiq资本,
2017-03-14,Foodsby,餐饮,A轮,590万,美元,Greycroft Partners,
2017-03-14,Amartha,互联网小贷,A轮,数百万,美元,不公开的投资者,
2017-03-14,云印,电子商务,A轮,数千万,人民币,普思资本,
2017-03-14,浙江派尼尔,机械制造,A轮,3千万,人民币,时代伯乐,
2017-03-14,游色文化,动漫,种子轮,数百万,人民币,桃李资本,
2017-03-14,巴歌出行,汽车租赁,种子轮,1千万,人民币,不公开的投资者,
2017-03-14,健佰氏,批发业,新三板定增轮,2510万,人民币,不公开的投资者,
2017-03-14,紫竹慧,其他建筑/工程,新三板定增轮,5000万,人民币,不公开的投资者,
2017-03-13,微炫客,网络服务,A轮,数千万,人民币,广润创投,
2017-03-13,汇联金科,IT服务,A轮,3千万,人民币,BAI,
2017-03-13,时光一百,专用仪器仪表制造业,新三板定增轮,1000万,人民币,不公开的投资者,
2017-03-13,志晟信息,应用软件,新三板定增轮,2732万,人民币,新奥基金,
2017-03-13,iExhale,医疗服务,天使轮,186万,美元,不公开的投资者,
2017-03-13,精锐视觉,IT服务,天使轮,1百万,人民币,不公开的投资者,
2017-03-12,七炅信息科技,保险,天使轮,8百万,人民币,合力投资 / 华创资本,
2017-03-11,安心桥,硬件,Pre-A轮,5百万,人民币,不公开的投资者,
2017-03-11,艾米机器人,其他电器机械及器材制造,A轮,1500万,人民币,芳晟股权投资基金,
2017-03-10,Confluent,其他软件,C轮,5千万,美元,红杉（海外）,
2017-03-10,Iflix,网络视频,C轮,9千万,美元,不公开的投资者,
2017-03-10,斯睿德,软件,A轮,数千万,人民币,东方富海,
2017-03-10,Goldbely,其他物流,A轮,1千万,美元,645 Ventures / 英特尔投资 / Global Founders Capital,
2017-03-10,天维信息,软件,新三板定增轮,1000万,人民币,科金控股,
2017-03-10,祥龙股份,电子设备,新三板定增轮,3百万,人民币,不公开的投资者,
2017-03-10,聚融集团,建材,新三板定增轮,5362万,人民币,不公开的投资者,
2017-03-10,新印相云校园,其他IT服务,A轮,数百万,人民币,口袋兼职,
2017-03-10,宇航智科,IT服务,天使轮,非公开,,中科创星,
2017-03-09,卓镭激光,激光,天使轮,非公开,,中科创星,
2017-03-09,晨光电缆,电器机械及器材制造,新三板定增轮,2800万,人民币,不公开的投资者,
2017-03-09,汇丰源,畜牧业,新三板定增轮,1千万,人民币,银纪资产,
2017-03-09,蓝帕科技,网络教育,A轮,5400万,人民币,中银投资,
2017-03-09,酷玩部落,其他电器机械及器材制造,A轮,非公开,,广州钦悦,
2017-03-09,城市传奇,体育,A轮,数亿,人民币,天使投资人 / 顺为资本 / 火山石资本,
2017-03-09,福佑卡车,配送及仓储,C轮,2.5亿,人民币,中航信托 / 君联资本 / 真格基金 / 钟鼎创投 / 普洛斯,
2017-03-09,柏言映画,影视制作及发行,A轮,3千万,人民币,合一集团 / 凯撒股份,
2017-03-09,蓝帕科技,网络教育,A轮,5400万,人民币,中银国际投资,
2017-03-09,Alignment Healthcare,医疗服务,A轮,1.2亿,美元,华平,
2017-03-09,郑煤机,其他机械制造,上市定增轮,1.6亿,人民币,百瑞信托 / 安徽铁路投资 / 天弘基金 / 中和资本,
2017-03-08,柏奥特克,生物制药,A轮,非公开,,技转创投,
2017-03-08,Wrapify,广告创意/代理,天使轮,非公开,,不公开的投资者,
2017-03-08,懒猫旅行,旅游,A轮,数千万,人民币,普华资本 / 险峰长青 / 永创伟业 / 涌铧投资 / 国金投资,
